DateTime,Latitude,Longitude,Depth,Magnitude,MagType,NbStations,Gap,Distance,RMS,Source,EventID
14:22.3,54.011,-163.76,30,6,Mb,95,,,0,NEI,1973052940
22:57.0,-47.796,99.661,33,6.3,Ms,38,,,0,NEI,1973060140
12:25.8,-17.192,167.814,24,6.1,Ms,58,,,0,NEI,1973060540
21:27.3,-10.294,161.362,70,6.3,Mb,97,,,0,NEI,1973060940
42:04.0,53.693,161.594,30,6,Ms,139,,,0,NEI,1973061140
55:02.9,43.233,145.785,48,7.7,Ms,201,,,0,NEI,1973061740
37:57.3,42.706,146.041,50,6,Ms,196,,,0,NEI,1973061740
43:25.5,43.318,146.442,50,7.1,Ms,183,,,0,NEI,1973062440
32:00.2,43.175,146.56,50,6.6,Ms,158,,,0,NEI,1973062640
33:34.6,57.84,-137.33,33,6.7,Ms,116,,,0,NEI,1973070140
37:34.4,12.271,125.433,44,6,Ms,68,,,0,NEI,1973070340
03:43.9,12.205,125.33,33,6.5,Ms,129,,,0,NEI,1973070340
59:35.1,57.98,-138.021,33,6,Ms,124,,,0,NEI,1973070340
46:16.3,13.225,124.699,38,6,Ms,65,,,0,NEI,1973070540
51:21.0,35.178,86.481,33,6.9,Ms,130,,,0,NEI,1973071440
51:13.2,-27.118,-71.514,33,6.3,Ms,96,,,0,NEI,1973073140
44:52.2,-8.767,160.991,30,6,Ms,80,,,0,NEI,1973073140
31:30.9,-14.264,167.274,200,6.1,Mb,129,,,0,NEI,1973080140
47:32.9,-16.231,-173.11,33,6.1,Mb,132,,,0,NEI,1973080540
41:25.6,-26.781,-70.879,25,6.1,Ms,77,,,0,NEI,1973080740
39:00.8,-54.351,-136.55,33,6.1,Ms,35,,,0,NEI,1973080740
22:45.4,-26.829,-70.919,14,6.3,Ms,75,,,0,NEI,1973080740
44:26.5,43.446,146.433,55,6,Mb,106,,,0,NEI,1973080940
15:39.7,32.995,104.015,33,6.1,Ms,97,,,0,NEI,1973081140
28:19.7,-4.471,144.042,112,6,Mb,122,,,0,NEI,1973081340
58:10.7,23.052,101.11,33,6.4,Ms,68,,,0,NEI,1973081640
25:44.1,11.511,121.389,14,6.1,Ms,77,,,0,NEI,1973081840
39:21.4,-32.791,-179.208,33,6,Ms,77,,,0,NEI,1973082240
50:40.0,18.267,-96.598,84,6.8,Mb,189,,,0,NEI,1973082840
01:59.1,-0.189,-18.027,33,6.8,Ms,122,,,0,NEI,1973082840
43:30.5,42.453,130.907,532,6,Mb,173,,,0,NEI,1973091040
59:54.3,73.302,55.161,0,6.8,Mb,226,,,0,NEI,1973091240
32:51.5,-54.518,-132.624,33,6.4,Ms,44,,,0,NEI,1973091840
43:39.8,9.048,123.789,560,6,Mb,142,,,0,NEI,1973092040
13:34.0,-4.387,-102.003,33,6.1,Mb,108,,,0,NEI,1973092140
31:02.8,-4.364,-101.939,33,6,Mb,95,,,0,NEI,1973092140
17:28.3,-54.849,145.849,33,6.3,Ms,47,,,0,NEI,1973092540
44:00.8,41.891,130.872,575,6.5,Mb,267,,,0,NEI,1973092940
45:27.3,-32.987,-71.916,14,6.5,Ms,98,,,0,NEI,1973100540
47:51.1,-32.518,-71.478,33,6.7,Ms,20,,,0,NEI,1973100540
07:37.3,-60.823,-21.549,33,7,Ms,49,,,0,NEI,1973100640
57:31.0,-14.233,167.228,9,6.4,Ms,56,,,0,NEI,1973100940
07:52.7,0.636,-29.514,33,6.3,Ms,47,,,0,NEI,1973101140
49:37.5,19.379,-104.975,45,6,Mb,136,,,0,NEI,1973101840
08:59.5,-21.985,-63.656,529,6.1,Mb,177,,,0,NEI,1973102540
36:05.0,51.619,-175.404,34,6.4,Ms,172,,,0,NEI,1973110640
26:35.1,51.579,-175.247,41,6.3,Ms,183,,,0,NEI,1973110640
59:10.0,50.052,156.309,33,6.1,Ms,145,,,0,NEI,1973110840
43:06.2,49.975,156.356,51,6,Mb,169,,,0,NEI,1973111140
01:56.1,38.911,141.91,56,6.1,Mb,137,,,0,NEI,1973111940
09:55.4,-15.198,167.391,124,6,Mb,113,,,0,NEI,1973113040
55:45.6,-19.912,169.751,39,6.8,Ms,54,,,0,NEI,1973120940
57:57.8,-19.772,169.884,34,6.3,Ms,35,,,0,NEI,1973120940
43:01.5,-9.436,119.452,58,6,Mb,76,,,0,NEI,1973121940
31:06.4,-23.871,179.96,549,6.4,Mb,209,,,0,NEI,1973122840
41:45.8,-14.464,166.601,26,7.5,Ms,85,,,0,NEI,1973122840
19:31.1,-15.117,166.896,47,7.2,Ms,117,,,0,NEI,1973122940
20:16.2,54.64,168.735,33,6,Ms,132,,,0,NEI,1973122940
21:29.3,-15.317,-173.084,33,6.2,Ms,57,,,0,NEI,1973123040
39:29.7,-15.506,166.639,10,6.6,Ms,63,,,0,NEI,1973123040
42:29.9,-22.538,-68.397,105,6.4,Mb,126,,,0,NEI,1974010240
33:50.7,-12.299,-76.352,98,6.3,Mb,168,,,0,NEI,1974010540
47:21.6,-38.954,46.18,33,6.1,Ms,53,,,0,NEI,1974010840
51:13.3,-14.434,166.863,34,7.2,Ms,123,,,0,NEI,1974011040
36:30.8,-14.159,166.589,15,6.2,Ms,61,,,0,NEI,1974011140
12:52.1,42.126,143.913,45,6.1,Ms,175,,,0,NEI,1974012440
35:33.6,18.596,-103.401,33,6.1,Ms,50,,,0,NEI,1974012640
53:12.0,-5.157,134.074,33,6.3,Ms,89,,,0,NEI,1974013040
30:05.3,-7.461,155.894,34,7,Ms,164,,,0,NEI,1974013140
12:33.1,-7.383,155.575,40,7.1,Ms,53,,,0,NEI,1974020140
04:07.2,53.799,-164.672,2,6.5,Ms,118,,,0,NEI,1974020640
51:10.8,11.43,92.346,25,6,Ms,101,,,0,NEI,1974021640
53:46.6,11.446,92.357,33,6.1,Ms,62,,,0,NEI,1974021640
30:21.8,13.909,122.116,17,6.1,Ms,85,,,0,NEI,1974021940
36:53.8,33.151,136.906,385,6,Mb,216,,,0,NEI,1974022240
59:17.8,-36.813,176.851,15,6.2,Ms,57,,,0,NEI,1974022840
20:10.2,9.336,-84.064,46,6.2,Ms,121,,,0,NEI,1974022840
22:37.5,-20.062,169.712,17,6.1,Ms,74,,,0,NEI,1974030340
29:08.1,-6.604,128.978,26,6.3,Ms,32,,,0,NEI,1974030640
14:28.3,-7.484,156.179,50,6.5,Ms,86,,,0,NEI,1974030940
18:06.3,-7.335,156.193,33,6.6,Ms,19,,,0,NEI,1974030940
56:12.4,-14.929,-172.833,27,6,Ms,101,,,0,NEI,1974031840
28:35.4,-23.931,179.779,535,6.1,Mb,204,,,0,NEI,1974032340
25:51.8,-21.931,173.707,33,6.1,Ms,61,,,0,NEI,1974032340
56:01.8,55.12,-160.443,40,6,Mb,190,,,0,NEI,1974040640
24:54.0,-26.246,-175.912,45,6.1,Mb,148,,,0,NEI,1974042740
25:10.8,-16.693,-177.342,33,6,Ms,49,,,0,NEI,1974050740
33:25.2,34.522,138.74,2,6.5,Ms,169,,,0,NEI,1974050840
12:05.0,-4.372,-102.109,33,6.1,Mb,73,,,0,NEI,1974051040
25:15.0,28.243,104.015,11,6.8,Ms,112,,,0,NEI,1974051040
43:44.9,1.744,126.381,33,6,Ms,112,,,0,NEI,1974051140
14:08.6,19.74,147.274,6,6.4,Mb,183,,,0,NEI,1974051140
59:55.9,50.05,156.113,56,6.1,Mb,115,,,0,NEI,1974051540
22:07.4,-11.173,-75.077,111,6,Mb,128,,,0,NEI,1974051740
55:11.2,-6.513,106.837,131,6,Mb,126,,,0,NEI,1974051740
32:11.2,-17.699,167.752,13,6,Ms,120,,,0,NEI,1974052640
24:24.0,-17.616,167.491,7,6.2,Mb,10,,,0,NEI,1974052640
04:59.9,27.226,-111.238,33,6.3,Ms,52,,,0,NEI,1974053140
14:15.9,-15.847,-175.101,276,6,Mb,100,,,0,NEI,1974060440
47:36.3,-15.443,-175.315,33,6,Ms,35,,,0,NEI,1974060740
25:47.6,10.563,-63.382,34,6.1,Ms,97,,,0,NEI,1974061240
55:19.7,-33.416,56.875,33,6.6,Ms,22,,,0,NEI,1974061940
34:35.4,-55.833,-27.451,80,6,Mb,63,,,0,NEI,1974062440
05:19.0,-54.642,-131.616,33,6.1,Mb,26,,,0,NEI,1974062540
22:19.3,-26.09,84.28,33,6.6,Ms,49,,,0,NEI,1974062540
46:11.9,-4.718,152.505,70,6.1,Mb,62,,,0,NEI,1974062740
26:26.6,-29.082,-175.954,33,7.2,Ms,115,,,0,NEI,1974070240
25:09.3,-29.122,-176.11,33,6.6,Ms,109,,,0,NEI,1974070340
30:42.1,45.136,94.034,33,6.7,Ms,133,,,0,NEI,1974070440
45:37.0,36.414,141.104,35,6,Ms,193,,,0,NEI,1974070840
18:22.8,7.747,-77.688,12,7.3,Ms,166,,,0,NEI,1974071340
16:26.1,46.122,153.092,33,6.2,Ms,177,,,0,NEI,1974072940
12:40.6,36.353,70.763,211,6.5,Mb,130,,,0,NEI,1974073040
08:00.7,56.5898,-152.35,10,6.1,ML,0,,,,AK,1970010640
55:36.9,56.5898,-152.22,0,6.3,ML,0,,,,AK,1970010640
59:55.4,56.51,-152.43,0,6,ML,0,,,,AK,1970010640
16:45.9,24.572,122.687,32,6,Ms,56,,,0,NEI,1974080840
13:55.5,39.457,73.83,9,7.3,Ms,122,,,0,NEI,1974081140
21:33.8,39.469,73.629,9,6.1,Ms,92,,,0,NEI,1974081140
44:12.8,-38.453,-73.431,36,7.1,Ms,74,,,0,NEI,1974081840
43:11.5,-9.815,108.356,33,6.5,Ms,73,,,0,NEI,1974090740
40:22.1,-23.708,-175.978,33,6.3,Ms,85,,,0,NEI,1974092140
28:17.2,-0.278,12.917,33,6.2,Ms,122,,,0,NEI,1974092340
10:07.9,33.602,141.128,46,6.1,Ms,191,,,0,NEI,1974092740
47:29.4,43.176,146.651,43,6.7,Ms,190,,,0,NEI,1974092740
21:29.1,-12.265,-77.795,13,7.6,Ms,165,,,0,NEI,1974100340
52:40.4,-58.299,-27.371,33,6,Mb,44,,,0,NEI,1974100740
50:58.1,17.3,-62,47,7.5,Ms,186,,,0,NEI,1974100840
32:02.2,44.724,150.119,49,6.4,Ms,178,,,0,NEI,1974100940
48:14.0,40.96,143.129,29,6.2,Ms,151,,,0,NEI,1974101040
56:49.0,40.929,143.112,45,6.2,Ms,88,,,0,NEI,1974101040
32:10.6,-4.139,102.827,21,6,Mb,127,,,0,NEI,1974101040
33:52.3,-60.748,153.931,33,6.1,Ms,36,,,0,NEI,1974101140
14:51.5,40.506,143.575,24,6,Ms,106,,,0,NEI,1974101240
45:09.8,52.636,-32.07,33,6.9,Ms,160,,,0,NEI,1974101640
12:29.4,-17.909,-178.612,602,6,Mb,89,,,0,NEI,1974102140
14:54.0,-8.42,154.034,48,7.2,Ms,84,,,0,NEI,1974102340
30:38.8,-15.447,167.176,36,6.3,Mb,13,,,0,NEI,1974102740
14:14.6,-6.88,129.463,117,6.5,Mb,202,,,0,NEI,1974102940
59:56.7,70.817,54.063,0,6.7,Mb,205,,,0,NEI,1974110240
23:21.8,42.489,141.78,132,6,Mb,148,,,0,NEI,1974110840
59:49.8,-12.5,-77.786,6,7.2,Ms,131,,,0,NEI,1974110940
10:55.2,-6.498,105.342,51,6.1,Mb,161,,,0,NEI,1974110940
25:31.8,-15.859,-178.51,33,6.1,Ms,76,,,0,NEI,1974111040
48:52.3,58.49,-154.64,25,6.6,ML,0,,,,AK,1970010640
58:23.0,-3.19,150.637,18,6.1,Ms,55,,,0,NEI,1974111940
14:46.9,-15.023,167.139,33,6.9,Ms,119,,,0,NEI,1974112040
21:41.2,-53.566,-28.345,33,6,Mb,41,,,0,NEI,1974112040
45:12.5,-6.1,154.159,49,6.1,Mb,8,,,0,NEI,1974112740
05:22.4,30.698,138.319,419,6.1,Mb,216,,,0,NEI,1974112940
06:35.2,-5.012,129.779,33,6.5,Ms,75,,,0,NEI,1974120340
07:46.3,0.393,97.843,20,6.9,Ms,89,,,0,NEI,1974120440
57:31.3,-7.686,-74.453,162,6,Mb,148,,,0,NEI,1974120540
28:55.9,-14.563,-175.232,33,6.1,Ms,46,,,0,NEI,1974122140
55:47.1,-2.308,99.043,33,6.8,Ms,59,,,0,NEI,1974122440
11:43.7,35.054,72.87,22,6.2,Ms,110,,,0,NEI,1974122840
21:09.0,14.126,-91.824,39,6.1,Ms,74,,,0,NEI,1974123140
55:13.5,61.84,-149.56,51,6.1,ML,0,,,,AK,1970010640
58:55.1,-2.995,101.776,95,6,Mb,70,,,0,NEI,1975010840
47:23.5,-33.512,-178.088,23,6,Ms,50,,,0,NEI,1975011240
48:59.2,-4.956,129.992,33,6.5,Ms,83,,,0,NEI,1975011440
34:41.3,29.406,101.709,33,6,Ms,84,,,0,NEI,1975011540
02:02.5,32.455,78.43,33,6.8,Ms,180,,,0,NEI,1975011940
12:08.1,31.95,78.521,33,6,Mb,66,,,0,NEI,1975011940
08:41.5,7.218,-77.773,36,6.5,Ms,153,,,0,NEI,1975012540
43:39.1,53.113,173.497,10,7.6,Ms,205,,,0,NEI,1975020240
36:07.5,40.641,122.58,33,7.4,Ms,166,,,0,NEI,1975020440
51:44.0,-7.288,149.513,33,6.4,Ms,94,,,0,NEI,1975020740
36:07.4,51.377,-179.419,48,6.5,Ms,256,,,0,NEI,1975022240
04:37.7,-24.886,-179.061,375,6.2,Mb,112,,,0,NEI,1975022240
22:19.7,-2.444,126.145,33,6.6,Ms,79,,,0,NEI,1975030540
04:42.6,27.497,56.26,27,6.1,Ms,129,,,0,NEI,1975030740
26:42.5,-29.941,-71.337,4,6.9,Ms,97,,,0,NEI,1975031340
45:29.5,-21.778,170.526,85,6.1,Mb,111,,,0,NEI,1975031340
11:01.6,-2.546,138.225,33,6,Ms,46,,,0,NEI,1975031740
21:23.4,-4.231,-77.015,98,6.2,Mb,185,,,0,NEI,1975031840
32:36.5,22.735,122.802,21,6.6,Ms,133,,,0,NEI,1975032340
15:06.2,40.418,26.139,5,6.7,Ms,169,,,0,NEI,1975032740
31:06.0,42.0628,-112.5247,5,6,ML,11,159,33,0.13,UU,1970010640
34:36.6,10.04,-69.755,33,6.1,Ms,111,,,0,NEI,1975040540
55:18.9,52.156,160.238,33,6.2,Ms,163,,,0,NEI,1975040640
34:56.7,52.212,160.042,33,6.2,Ms,168,,,0,NEI,1975040640
26:22.2,-4.041,152.686,133,6.3,Mb,107,,,0,NEI,1975040940
10:35.1,-50.803,139.095,33,6.3,Ms,49,,,0,NEI,1975041140
27:18.7,71.516,-10.427,13,6.5,Ms,145,,,0,NEI,1975041640
40:39.9,-36.403,-98.794,33,6.2,Ms,102,,,0,NEI,1975042040
35:50.4,33.19,131.3,7,6.1,Ms,129,,,0,NEI,1975042040
14:48.0,16.447,-98.91,11,6.2,Ms,142,,,0,NEI,1975042340
06:43.5,35.819,79.915,33,6.3,Ms,120,,,0,NEI,1975042840
18:49.3,33.093,92.924,33,6.1,Ms,147,,,0,NEI,1975050540
27:38.7,-38.183,-73.232,6,7.7,Ms,132,,,0,NEI,1975051040
18:41.3,1.018,126.056,36,6.3,Ms,157,,,0,NEI,1975051340
43:01.6,63.02,-150.16,88,6.4,ML,0,,,,AK,1970010640
53:53.8,-20.965,-173.985,43,6,Ms,73,,,0,NEI,1975051840
01:49.2,22.697,122.574,6,6.2,Ms,198,,,0,NEI,1975052340
11:51.5,35.997,-17.649,33,7.9,Ms,304,,,0,NEI,1975052640
18:35.6,0.769,122.621,70,6.1,Mb,194,,,0,NEI,1975052740
46:24.5,-50.416,139.351,33,6.1,Ms,37,,,0,NEI,1975053040
47:14.5,43.024,147.734,15,7,Ms,170,,,0,NEI,1975061040
08:11.7,43.489,147.709,19,6.4,Ms,226,,,0,NEI,1975061340
38:01.1,43.55,147.894,31,6,Ms,216,,,0,NEI,1975061440
36:27.7,36.279,143.429,19,6.1,Mb,237,,,0,NEI,1975061440
19:34.0,43.667,147.801,38,6.2,Ms,240,,,0,NEI,1975061540
35:23.2,-3.043,147.821,33,6.5,Ms,119,,,0,NEI,1975061640
44:10.2,43.171,147.153,21,6.1,Ms,240,,,0,NEI,1975062240
20:10.7,-2.7,147.389,33,6.2,Mb,5,,,0,NEI,1975062340
37:41.4,38.759,129.99,560,6.2,Mb,298,,,0,NEI,1975062940
54:12.1,44.6883,-110.6037,3.98,6.1,Mc,16,101,21,0.14,WY,1970010640
37:27.3,29.459,-113.346,33,6.5,Ms,136,,,0,NEI,1975070840
04:42.4,21.485,94.7,157,6.5,Mb,186,,,0,NEI,1975070840
29:16.0,6.507,126.642,86,6.2,Mb,167,,,0,NEI,1975071040
27:55.0,-40.446,78.443,33,6.5,Ms,73,,,0,NEI,1975071440
17:44.0,-30.623,-177.487,46,6.2,Ms,72,,,0,NEI,1975071640
38:23.4,-30.867,-177.434,37,6.1,Ms,39,,,0,NEI,1975071640
37:39.9,-6.59,155.054,49,7.9,Ms,158,,,0,NEI,1975072040
54:27.7,-7.104,155.152,44,7.7,Ms,141,,,0,NEI,1975072040
05:18.8,-6.58,154.651,50,6.7,Ms,151,,,0,NEI,1975072040
03:59.8,-6.736,155.312,47,6.8,Ms,233,,,0,NEI,1975072140
39:01.2,-6.908,155.333,95,6.1,Mb,209,,,0,NEI,1975072140
20:13.8,-7.206,155.716,36,6.1,Ms,183,,,0,NEI,1975072240
17:12.9,-10.002,123.8,16,6.1,Ms,101,,,0,NEI,1975073040
18:17.9,53.387,-161.485,33,6.2,Mb,241,,,0,NEI,1975080240
24:31.2,-2.473,146.044,33,6.3,Ms,110,,,0,NEI,1975080640
25:43.3,-22.648,-66.589,166,6.2,Mb,170,,,0,NEI,1975081040
28:18.9,54.877,167.845,4,6.6,Ms,220,,,0,NEI,1975081540
06:39.0,10.013,125.791,40,6,Mb,185,,,0,NEI,1975082340
20:10.9,38.474,40.723,26,6.7,Ms,107,,,0,NEI,1975090640
59:57.2,6.989,-104.275,33,6.4,Mb,119,,,0,NEI,1975091140
37:11.7,-34.759,81.849,33,6.1,Ms,157,,,0,NEI,1975091940
47:49.7,-20.535,-173.994,33,6.5,Ms,79,,,0,NEI,1975092440
03:00.5,-11.96,-14.486,33,6.1,Ms,78,,,0,NEI,1975092440
36:21.9,-0.477,124.698,23,6.1,Ms,113,,,0,NEI,1975092940
17:49.5,-4.931,102.197,33,6,Ms,131,,,0,NEI,1975093040
29:58.9,-4.882,102.198,33,7,Ms,140,,,0,NEI,1975100140
13:28.4,-4.83,102.095,33,6,Mb,106,,,0,NEI,1975100140
14:23.3,30.251,66.315,11,6.7,Ms,99,,,0,NEI,1975100340
51:09.4,-22.126,126.721,33,6,Mb,20,,,0,NEI,1975100340
31:35.8,30.413,66.35,33,6.4,Ms,82,,,0,NEI,1975100340
24:16.2,-12.519,166.499,54,7,Ms,108,,,0,NEI,1975100640
28:09.5,0.898,-26.772,33,6.7,Ms,149,,,0,NEI,1975100740
47:18.7,-15.444,167.548,123,6,Mb,12,,,0,NEI,1975101040
35:15.0,-24.894,-175.119,9,7.8,Ms,113,,,0,NEI,1975101140
55:00.3,-24.041,-175.375,33,6.1,Mb,34,,,0,NEI,1975101140
31:52.2,-7.473,128.726,109,6.3,Mb,168,,,0,NEI,1975101740
59:56.3,70.843,53.69,0,6.7,Mb,254,,,0,NEI,1975101840
25:29.0,-16.256,-177.43,33,6.5,Ms,54,,,0,NEI,1975102040
59:57.3,73.351,55.078,0,6.5,Mb,102,,,0,NEI,1975102140
12:23.7,11.707,121.75,33,6.1,Ms,128,,,0,NEI,1975102140
06:22.8,11.661,121.646,33,6.3,Ms,112,,,0,NEI,1975102140
41:31.9,6.578,126.834,50,6.1,Ms,136,,,0,NEI,1975102640
54:22.4,-22.862,-70.508,38,6.3,Ms,147,,,0,NEI,1975102840
28:02.6,12.54,125.993,50,7.2,Ms,178,,,0,NEI,1975103140
17:33.9,13.843,144.754,113,6.1,Mb,159,,,0,NEI,1975110140
36:14.5,12.549,126.073,11,6.1,Mb,192,,,0,NEI,1975110640
39:25.9,12.946,125.91,11,6.1,Mb,128,,,0,NEI,1975111540
06:45.4,-9.151,156.7,33,6.1,Ms,57,,,0,NEI,1975112540
46:55.6,-57.76,-25.339,51,6.2,Ms,123,,,0,NEI,1975112940
47:40.1,19.339,-155.0043,9.15,7.2,Ms,28,204,5,0.09,HV,750050
30:17.0,52.599,-167.184,24,6.3,Ms,233,,,0,NEI,1975113040
14:40.6,-14.789,-173.003,33,6.2,Ms,90,,,0,NEI,1975120940
17:08.1,-11.556,-74.552,98,6,Mb,118,,,0,NEI,1975121140
35:17.8,5.283,95.906,17,6.2,Ms,178,,,0,NEI,1975121740
14:29.6,-11.754,164.804,33,6,Mb,125,,,0,NEI,1975121940
54:17.7,51.94,151.577,554,6,Mb,274,,,0,NEI,1975122140
59:44.3,61.16,-150.17,170,6.6,ML,0,,,,AK,1970010640
22:21.7,-4.084,142.04,115,6.6,Mb,90,,,0,NEI,1975122540
56:38.7,-16.265,-172.467,33,7.8,Ms,149,,,0,NEI,1975122640
39:43.0,-56.772,-68.478,14,6.5,Ms,81,,,0,NEI,1975122940
29:39.6,-28.611,-177.638,59,6.2,Mb,78,,,0,NEI,1976010140
31:36.3,-13.288,-74.899,95,6,Mb,87,,,0,NEI,1976010540
08:19.3,51.601,159.329,33,6,Ms,78,,,0,NEI,1976010640
54:35.6,-15.759,167.868,168,6.1,Mb,54,,,0,NEI,1976010940
29:19.5,66.157,-16.582,33,6.4,Ms,160,,,0,NEI,1976011340
56:34.9,-29.208,-177.886,69,6.3,Mb,53,,,0,NEI,1976011440
47:33.5,-28.427,-177.657,33,8,Ms,43,,,0,NEI,1976011440
43:43.1,-28.663,-176.854,31,6.3,Ms,73,,,0,NEI,1976011440
06:46.1,-30.376,-176.823,33,6.2,Ms,61,,,0,NEI,1976011540
12:22.3,-30.151,-177.243,33,6.1,Ms,70,,,0,NEI,1976011540
05:24.1,44.915,149.123,41,7,Ms,252,,,0,NEI,1976012140
45:30.5,-7.478,119.905,614,6.4,Mb,146,,,0,NEI,1976012340
48:25.9,-28.635,-177.593,78,6.2,Mb,97,,,0,NEI,1976012440
01:38.6,-29.339,-176.461,30,6,Mb,9,,,0,NEI,1976012640
57:54.9,54.504,161.892,33,6,Mb,65,,,0,NEI,1976020340
01:43.4,15.324,-89.101,5,7.5,Ms,214,,,0,NEI,1976020440
53:50.5,-5.98,146.307,37,6,Mb,76,,,0,NEI,1976020640
10:37.3,-57.414,-64.415,40,6,Mb,67,,,0,NEI,1976021440
54:23.1,13,125.788,33,6.1,Ms,191,,,0,NEI,1976021540
23:22.6,-28.385,-176.791,54,6.2,Ms,104,,,0,NEI,1976021540
11:07.9,-3.356,145.235,22,6,Ms,48,,,0,NEI,1976022240
14:16.0,51.471,-130.442,16,6,Ms,139,,,0,NEI,1976022340
27:09.0,-39.999,-74.727,9,6,Mb,104,,,0,NEI,1976022840
50:10.0,-8.232,121.438,30,6,Mb,106,,,0,NEI,1976030340
50:00.5,-14.744,167.104,90,6.4,Mb,196,,,0,NEI,1976030440
39:55.9,-10.729,165.019,47,6.1,Mb,114,,,0,NEI,1976030840
22:44.0,-6.256,154.716,50,6.1,Ms,106,,,0,NEI,1976031340
46:04.4,-29.887,-177.873,33,6.8,Ms,274,,,0,NEI,1976032440
39:35.5,3.929,-85.88,33,6.5,Ms,179,,,0,NEI,1976032940
49:10.8,-3.873,152.092,21,6.4,Ms,82,,,0,NEI,1976040640
40:27.0,40.311,63.773,33,7,Ms,186,,,0,NEI,1976040840
59:05.5,40.167,63.806,33,6.2,Mb,120,,,0,NEI,1976040840
08:47.0,0.782,-79.804,9,6.7,Ms,104,,,0,NEI,1976040940
24:59.4,-6.428,154.827,54,6,Mb,36,,,0,NEI,1976041040
26:16.8,-51.905,139.471,33,6.2,Ms,37,,,0,NEI,1976041440
03:07.9,28.714,52.128,24,6,Mb,208,,,0,NEI,1976042240
32:49.0,-28.197,-176.877,62,6.1,Ms,146,,,0,NEI,1976042940
56:29.9,-44.642,167.573,19,6.6,Ms,70,,,0,NEI,1976050440
52:51.0,-29.934,-177.837,35,6.8,Ms,132,,,0,NEI,1976050540
00:11.6,46.356,13.275,9,6.5,Ms,275,,,0,NEI,1976050640
29:06.2,-51.506,139.678,33,6.1,Ms,35,,,0,NEI,1976051140
50:41.6,-51.603,139.683,33,6.6,Ms,55,,,0,NEI,1976051140
59:48.2,37.56,20.352,33,6.4,Ms,202,,,0,NEI,1976051140
55:58.5,-11.637,-74.478,33,6.6,Ms,162,,,0,NEI,1976051540
58:40.6,40.381,63.472,10,7,Ms,301,,,0,NEI,1976051740
04:47.0,-59.949,154.077,33,6.2,Ms,17,,,0,NEI,1976051840
23:18.7,24.57,98.953,8,6.9,Ms,198,,,0,NEI,1976052940
00:18.5,24.531,98.71,10,7,Ms,144,,,0,NEI,1976052940
08:54.2,-41.637,-75.411,28,6,Mb,163,,,0,NEI,1976053040
08:28.5,24.343,98.642,14,6.2,Ms,92,,,0,NEI,1976053140
44:38.8,-5.201,153.442,88,6.2,Mb,107,,,0,NEI,1976060340
20:07.2,-10.086,161.012,61,6.2,Mb,130,,,0,NEI,1976060540
36:55.4,14.087,124.829,33,6.4,Ms,142,,,0,NEI,1976060740
26:39.1,17.403,-100.635,45,6.4,Ms,155,,,0,NEI,1976060740
09:01.8,0.543,134.794,33,6.3,Ms,112,,,0,NEI,1976061540
28:49.2,46.162,12.864,24,6.1,Mb,51,,,0,NEI,1976061740
00:46.7,-18.02,65.414,33,6.1,Ms,92,,,0,NEI,1976061940
53:13.4,3.397,96.318,33,7,Ms,171,,,0,NEI,1976062040
18:56.9,-4.603,140.091,33,7.1,Ms,133,,,0,NEI,1976062540
30:59.4,3.665,126.75,33,6.5,Ms,116,,,0,NEI,1976062640
30:09.1,-33.816,-177.834,48,6.1,Mb,251,,,0,NEI,1976062940
54:31.8,7.337,-78.47,22,6.7,Ms,202,,,0,NEI,1976071140
41:47.5,7.409,-78.127,3,7,Ms,222,,,0,NEI,1976071140
13:24.0,-8.17,114.888,40,6.5,Ms,120,,,0,NEI,1976071440
06:32.1,-4.157,152.755,53,6.6,Ms,302,,,0,NEI,1976071740
10:45.6,24.782,98.698,9,6.3,Ms,185,,,0,NEI,1976072140
41:25.4,-21.907,-113.332,33,6.2,Ms,47,,,0,NEI,1976072640
56:39.3,4.956,118.308,33,6.2,Ms,100,,,0,NEI,1976072640
42:54.6,39.57,117.978,23,7.9,Ms,248,,,0,NEI,1976072740
45:35.2,39.664,118.401,26,7.4,Ms,315,,,0,NEI,1976072840
15:01.7,-20.196,170.004,5,6,Ms,148,,,0,NEI,1976072840
24:28.3,39.295,72.79,50,6.1,Ms,100,,,0,NEI,1976072840
17:42.3,43.172,45.603,21,6.1,Ms,155,,,0,NEI,1976072840
46:58.0,-30.322,-177.964,20,6.2,Ms,214,,,0,NEI,1976073140
55:25.7,-20.609,169.274,52,6.9,Ms,142,,,0,NEI,1976080240
26:46.2,26.68,97.07,27,6.4,Mb,179,,,0,NEI,1976081240
06:45.9,32.753,104.157,16,6.9,Ms,266,,,0,NEI,1976081640
11:07.3,6.262,124.023,33,7.9,Ms,231,,,0,NEI,1976081640
11:10.2,10.063,125.866,34,6,Mb,221,,,0,NEI,1976081740
19:27.3,7.249,122.939,22,6.8,Ms,207,,,0,NEI,1976081740
56:47.2,-6.722,129.568,120,6,Mb,133,,,0,NEI,1976082140
49:54.2,32.571,104.249,33,6.4,Ms,177,,,0,NEI,1976082140
01:44.0,59.98,-153.12,145,6.7,ML,0,,,,AK,1970010640
30:07.6,32.492,104.181,33,6.7,Ms,262,,,0,NEI,1976082340
15:19.9,46.302,13.197,10,6,Ms,257,,,0,NEI,1976091540
16:08.2,44.88,149.225,64,6.1,Mb,258,,,0,NEI,1976092240
